Aug 02 2017	DrPatriotMBA🇺🇸	1
Aug 02 2017	Dr_Dunk	1
Aug 02 2017	DrainTheSwamp	1
Aug 02 2017	Drogon	1
Aug 02 2017	Drumpf	1
Aug 02 2017	Duane Johnson	1
Aug 02 2017	Ducky	1
Aug 02 2017	Dudoronomy	1
Aug 02 2017	Dukel	1
Aug 02 2017	Dэыогдые Мё	1
Aug 02 2017	E	1
Aug 02 2017	EARL L CRABB SR	1
Aug 02 2017	ED Kantola	1
Aug 02 2017	EDF	1
Aug 02 2017	EX Corvette Beth	1
Aug 02 2017	Earl Worthington	1
Aug 02 2017	Ed Koban	1
Aug 02 2017	Ed Matthews	1
Aug 02 2017	Edgy	1
Aug 02 2017	EducatedTrumpVoter	1
Aug 02 2017	Eileen	1
Aug 02 2017	Eitan	1
Aug 02 2017	El Cenicero de Ideas	1
Aug 02 2017	Elisa Breg	1
Aug 02 2017	Elisa Michaels	1
Aug 02 2017	Eliudys	1
Aug 02 2017	Elliot Stonehurst	1
Aug 02 2017	Ellis	1
Aug 02 2017	Elon Bell	1
Aug 02 2017	Elwood C Kuentzler	1
Aug 02 2017	Emily	1
Aug 02 2017	Eric Beckner	1
Aug 02 2017	Eric Bodman	1
Aug 02 2017	Eric Vorst	1
Aug 02 2017	EricSteeleLive	1
Aug 02 2017	Erick G	1
Aug 02 2017	Erin	1
Aug 02 2017	Erinblue	1
Aug 02 2017	ErwachteDeutsch	2
Aug 02 2017	Eva Häggström	1
Aug 02 2017	Evan Dorney	1
Aug 02 2017	Evat1010	1
Aug 02 2017	Ex-GOP Hilary	1
Aug 02 2017	Ezhna	1
Aug 02 2017	FREEDOM 🇺🇸🇺🇸🇺🇸	1
Aug 02 2017	Fake News Network	3
Aug 02 2017	Fake News News 24/7	2
Aug 02 2017	Fake Plastic Trees🐼	1
Aug 02 2017	FakeNewsBot	5
Aug 02 2017	Fanch Mrl	1
Aug 02 2017	FatherlessState®	1
Aug 02 2017	Faustino	1
Aug 02 2017	Faye M. Porto	6
Aug 02 2017	Filip Stankiewicz	1
Aug 02 2017	Flaka	1
Aug 02 2017	Fleur-de-Covfefe🇺🇸	1
Aug 02 2017	Flint🇺🇸Pats 14-2	1
Aug 02 2017	Flohamp1	1
Aug 02 2017	Fool me Once	1
Aug 02 2017	Forged Forever	2
Aug 02 2017	Fotograf A. Lauer	1
Aug 02 2017	Fox News Is Sh*t 💩	1
Aug 02 2017	Francisca Capellan	1
Aug 02 2017	Frank Laird	1
Aug 02 2017	Frau	1
Aug 02 2017	Fred Flintstone	1
Aug 02 2017	Fred Polchinski	1
Aug 02 2017	Fred Shipman	1
Aug 02 2017	Fredo	1
Aug 02 2017	Freedom isn't free	1
Aug 02 2017	Freedom_MAGA	1
Aug 02 2017	Fritz von Steiner	1
Aug 02 2017	G Cruz	1
Aug 02 2017	GOP? Never Again!	1
Aug 02 2017	GTolbert	1
Aug 02 2017	Gab.ai/Fantasma	1
Aug 02 2017	Gab.ai/MrStone	1
Aug 02 2017	Gabriel Dan Radu	1
Aug 02 2017	Gabriella🇺🇸Covfefe	1
Aug 02 2017	Gary Craig	1
Aug 02 2017	Gary S. Webb	1
Aug 02 2017	Gary and Stephanie B	1
Aug 02 2017	Gefrierpunkt	1
Aug 02 2017	Gene Farrell	1
Aug 02 2017	Geoeconomist	1
Aug 02 2017	George Silver Hawk	1
Aug 02 2017	Gerald Keilholz	1
Aug 02 2017	Get Saved!	1
Aug 02 2017	Gigi Rittinghouse	1
Aug 02 2017	Gil Luna	1
Aug 02 2017	Gino Fassi	1
Aug 02 2017	Giubileo Comunista	1
Aug 02 2017	Glen St. James	1
Aug 02 2017	Glenn Coles	1
Aug 02 2017	Glenn Quagmire	1
Aug 02 2017	GloJean03	1
Aug 02 2017	Global citizen	1
Aug 02 2017	Gloria Campos	1
Aug 02 2017	Glory	1
Aug 02 2017	Gnazia	1
Aug 02 2017	God and country	1
Aug 02 2017	God has given hope!	1
